col,Class,Clip,Label
1981,Helicopter,1-172649-B.ogg,29
1982,Laughing,2-79775-A.ogg,33
1983,Washing machine,3-182710-A.ogg,48
1984,Footsteps,2-209478-A.ogg,25
1985,Crackling fire,3-104958-A.ogg,15
1986,Frog,2-32515-D.ogg,26
1987,Fireworks,5-160614-C.ogg,24
1988,Airplane,2-105270-A.ogg,1
1989,Footsteps,2-209475-A.ogg,25
1990,Clock tick,5-201194-A.ogg,12
1991,Cow,3-152039-B.ogg,14
1992,Sheep,5-200329-C.ogg,40
1993,Toilet flush,5-202020-A.ogg,45
1994,Can opening,4-188003-A.ogg,4
1995,Vacuum cleaner,1-79236-A.ogg,47
1996,Crying baby,4-59579-A.ogg,18
1997,Clock alarm,1-72195-A.ogg,11
1998,Toilet flush,3-118059-A.ogg,45
1999,Coughing,4-171396-A.ogg,13
2000,Rooster,5-200339-A.ogg,38
2001,Siren,5-117118-A.ogg,41
2002,Can opening,2-130245-A.ogg,4
2003,Wind,1-51037-A.ogg,50
2004,Toilet flush,3-93010-A.ogg,45
2005,Drinking - sipping,4-194808-A.ogg,22
2006,Clapping,4-189830-A.ogg,10
2007,Can opening,4-212728-A.ogg,4
2008,Insects (flying),4-191246-A.ogg,31
2009,Pig,1-260640-A.ogg,35
2010,Siren,2-72688-A.ogg,41
2011,Cow,2-117795-A.ogg,14
2012,Laughing,5-171118-A.ogg,33
2013,Sheep,5-198891-D.ogg,40
2014,Breathing,5-238492-A.ogg,2
2015,Drinking - sipping,4-210593-A.ogg,22
2016,Sneezing,4-167642-A.ogg,42
2017,Sea waves,2-155801-A.ogg,39
2018,Helicopter,3-154926-B.ogg,29
2019,Water drops,5-262641-A.ogg,49
2020,Footsteps,3-94344-A.ogg,25
2021,Dog,3-170015-A.ogg,19
2022,Cat,4-133047-C.ogg,6
2023,Door knock,5-251426-B.ogg,21
2024,Engine,4-186936-A.ogg,23
2025,Crackling fire,1-17150-A.ogg,15
2026,Wind,4-144085-A.ogg,50
2027,Wind,3-134699-A.ogg,50
2028,Airplane,2-74361-A.ogg,1
2029,Brushing teeth,2-86160-A.ogg,3
2030,Mouse click,2-153388-A.ogg,34
2031,Mouse click,2-146877-A.ogg,34
2032,Coughing,4-157296-A.ogg,13
2033,Sheep,3-140199-A.ogg,40
2034,Insects (flying),5-197446-A.ogg,31
2035,Washing machine,1-32373-A.ogg,48
2036,Frog,3-70962-A.ogg,26
2037,Hand saw,2-51630-B.ogg,28
2038,Crickets,1-7456-A.ogg,16
2039,Footsteps,2-209478-A.ogg,25
2040,Airplane,2-98866-A.ogg,1
2041,Crying baby,3-152007-B.ogg,18
2042,Engine,2-106486-A.ogg,23
2043,Laughing,4-164243-A.ogg,33
2044,Insects (flying),2-99955-C.ogg,31
2045,Crow,4-138344-A.ogg,17
2046,Fireworks,1-115545-B.ogg,24
2047,Dog,4-207124-A.ogg,19
2048,Door knock,5-256512-A.ogg,21
2049,Pig,4-234644-A.ogg,35
2050,Footsteps,1-155858-F.ogg,25
2051,Laughing,2-60795-A.ogg,33
2052,Sneezing,2-128631-A.ogg,42
2053,Sheep,1-88574-A.ogg,40
2054,Snoring,4-184235-A.ogg,43
2055,Fireworks,4-119648-A.ogg,24
2056,Rain,1-50060-A.ogg,37
2057,Brushing teeth,2-83536-A.ogg,3
2058,Crickets,1-57316-A.ogg,16
2059,Clock alarm,2-78562-B.ogg,11
2060,Keyboard typing,2-118817-A.ogg,32
2061,Sea waves,5-200461-A.ogg,39
2062,Clapping,4-205738-A.ogg,10
2063,Washing machine,2-102567-B.ogg,48
2064,Sheep,5-61635-A.ogg,40
2065,Clock alarm,1-72195-B.ogg,11
2066,Dog,1-97392-A.ogg,19
2067,Keyboard typing,2-118459-A.ogg,32
2068,Church bells,5-197988-A.ogg,9
2069,Snoring,2-117330-A.ogg,43
2070,Crackling fire,1-17150-A.ogg,15
2071,Pig,4-250869-B.ogg,35
2072,Chainsaw,5-171653-A.ogg,7
2073,Footsteps,5-243025-A.ogg,25
2074,Church bells,2-78381-A.ogg,9
2075,Chainsaw,3-118658-B.ogg,7
2076,Laughing,4-133674-A.ogg,33
2077,Crying baby,4-185575-A.ogg,18
2078,Sea waves,3-166422-A.ogg,39
2079,Cow,4-174860-B.ogg,14
2080,Washing machine,5-207811-A.ogg,48
2081,Siren,5-133989-B.ogg,41
2082,Mouse click,5-219318-A.ogg,34
2083,Sheep,3-140199-D.ogg,40
2084,Church bells,5-188716-A.ogg,9
2085,Brushing teeth,1-45641-A.ogg,3
2086,Train,4-165845-B.ogg,46
2087,Hen,3-187549-A.ogg,30
2088,Sea waves,2-133863-A.ogg,39
2089,Pouring water,2-102414-A.ogg,36
2090,Keyboard typing,2-99795-A.ogg,32
2091,Door - wood creaks,2-70367-A.ogg,20
2092,Washing machine,4-218199-E.ogg,48
2093,Hand saw,4-198360-B.ogg,28
2094,Laughing,1-73123-A.ogg,33
2095,Keyboard typing,1-94231-B.ogg,32
2096,Fireworks,2-117615-C.ogg,24
2097,Breathing,1-30709-A.ogg,2
2098,Cat,5-214759-B.ogg,6
2099,Helicopter,5-177957-A.ogg,29
2100,Brushing teeth,1-58923-A.ogg,3
2101,Engine,4-201988-A.ogg,23
2102,Cow,4-181955-A.ogg,14
2103,Pig,3-253084-E.ogg,35
2104,Pouring water,3-145719-A.ogg,36
2105,Clock tick,5-219342-A.ogg,12
2106,Glass breaking,2-250710-A.ogg,27
2107,Snoring,1-27403-A.ogg,43
2108,Toilet flush,3-108791-A.ogg,45
2109,Clapping,2-76408-C.ogg,10
2110,Thunderstorm,5-156999-C.ogg,44
2111,Wind,1-51035-A.ogg,50
2112,Hand saw,1-7974-B.ogg,28
2113,Rooster,2-65750-A.ogg,38
2114,Car horn,4-178402-A.ogg,5
2115,Door - wood creaks,1-51805-A.ogg,20
2116,Vacuum cleaner,4-172734-A.ogg,47
2117,Hand saw,1-9887-A.ogg,28
2118,Vacuum cleaner,3-159346-A.ogg,47
2119,Cat,2-69131-B.ogg,6
2120,Sheep,5-198891-A.ogg,40
2121,Crying baby,2-107351-B.ogg,18
2122,Glass breaking,5-257642-A.ogg,27
2123,Rooster,3-149189-A.ogg,38
2124,Pig,3-253084-E.ogg,35
2125,Snoring,1-40967-A.ogg,43
2126,Rooster,5-194930-A.ogg,38
2127,Insects (flying),2-99955-A.ogg,31
2128,Coughing,2-85292-A.ogg,13
2129,Footsteps,4-218304-A.ogg,25
2130,Washing machine,3-156393-A.ogg,48
2131,Pouring water,4-180453-A.ogg,36
2132,Can opening,1-60676-A.ogg,4
2133,Cow,3-163727-A.ogg,14
2134,Sheep,1-49409-A.ogg,40
2135,Crying baby,3-152007-D.ogg,18
2136,Door - wood creaks,5-161270-B.ogg,20
2137,Car horn,4-178402-A.ogg,5
2138,Brushing teeth,2-92627-A.ogg,3
2139,Crow,1-56233-A.ogg,17
2140,Mouse click,4-201800-A.ogg,34
2141,Crackling fire,3-145774-A.ogg,15
2142,Rooster,3-116135-A.ogg,38
2143,Clapping,2-76408-D.ogg,10
2144,Footsteps,5-51149-A.ogg,25
2145,Insects (flying),1-73585-A.ogg,31
2146,Washing machine,2-102567-C.ogg,48
2147,Cat,3-95697-A.ogg,6
2148,Snoring,2-52001-B.ogg,43
2149,Hand saw,2-60180-A.ogg,28
2150,Airplane,2-106849-A.ogg,1
2151,Keyboard typing,4-185613-A.ogg,32
2152,Sneezing,3-141684-A.ogg,42
2153,Sea waves,4-167063-C.ogg,39
2154,Crackling fire,4-182368-A.ogg,15
2155,Glass breaking,5-260432-A.ogg,27
2156,Sheep,4-188703-B.ogg,40
2157,Water drops,4-212604-A.ogg,49
2158,Washing machine,3-151269-A.ogg,48
2159,Chainsaw,4-149294-B.ogg,7
2160,Crickets,1-9841-A.ogg,16
2161,Clapping,4-189832-A.ogg,10
2162,Hand saw,4-198360-C.ogg,28
2163,Keyboard typing,1-53501-A.ogg,32
2164,Clapping,3-181278-A.ogg,10
2165,Rain,4-166661-A.ogg,37
2166,Church bells,2-59565-A.ogg,9
2167,Train,3-157492-A.ogg,46
2168,Hen,1-71030-A.ogg,30
2169,Drinking - sipping,5-207836-A.ogg,22
2170,Fireworks,3-172881-A.ogg,24
2171,Clapping,1-104089-B.ogg,10
2172,Coughing,5-208761-A.ogg,13
2173,Train,3-141559-A.ogg,46
2174,Crickets,4-181362-A.ogg,16
2175,Breathing,2-84965-A.ogg,2
2176,Chainsaw,2-50667-A.ogg,7
2177,Drinking - sipping,4-204202-A.ogg,22
2178,Footsteps,4-218304-B.ogg,25
2179,Insects (flying),1-80785-A.ogg,31
2180,Chirping birds,3-155584-A.ogg,8
2181,Airplane,5-235956-A.ogg,1
2182,Hen,2-120587-A.ogg,30
2183,Can opening,2-81190-A.ogg,4
2184,Church bells,2-56926-A.ogg,9
2185,Breathing,5-233260-A.ogg,2
2186,Hen,4-197103-A.ogg,30
2187,Snoring,4-184237-A.ogg,43
2188,Train,1-62509-A.ogg,46
2189,Vacuum cleaner,2-141682-A.ogg,47
2190,Can opening,3-166546-A.ogg,4
2191,Cat,5-172299-A.ogg,6
2192,Sea waves,5-213077-A.ogg,39
2193,Footsteps,5-244310-A.ogg,25
2194,Sheep,2-196688-A.ogg,40
2195,Clapping,4-189830-A.ogg,10
2196,Brushing teeth,5-218196-B.ogg,3
2197,Breathing,4-198025-A.ogg,2
2198,Mouse click,5-244651-A.ogg,34
2199,Siren,5-184323-A.ogg,41
2200,Insects (flying),3-105235-A.ogg,31
2201,Keyboard typing,3-155568-A.ogg,32
2202,Mouse click,4-192068-A.ogg,34
2203,Door - wood creaks,5-181458-A.ogg,20
2204,Chirping birds,1-100038-A.ogg,8
2205,Church bells,3-111102-A.ogg,9
2206,Insects (flying),1-46938-A.ogg,31
2207,Sea waves,1-39901-B.ogg,39
2208,Keyboard typing,4-181708-A.ogg,32
2209,Breathing,3-108160-A.ogg,2
2210,Crow,1-39835-A.ogg,17
2211,Crow,2-108767-B.ogg,17
2212,Chainsaw,5-185579-A.ogg,7
2213,Siren,1-76831-A.ogg,41
2214,Glass breaking,2-112213-A.ogg,27
2215,Washing machine,4-218199-E.ogg,48
2216,Helicopter,4-125929-A.ogg,29
2217,Clock alarm,1-13613-A.ogg,11
2218,Rooster,1-43382-A.ogg,38
2219,Door - wood creaks,2-7321-A.ogg,20
2220,Hen,4-200330-B.ogg,30
2221,Keyboard typing,2-120333-A.ogg,32
2222,Helicopter,3-68630-B.ogg,29
2223,Chirping birds,3-155583-A.ogg,8
2224,Car horn,4-175845-A.ogg,5
2225,Church bells,5-188716-A.ogg,9
2226,Insects (flying),4-143118-B.ogg,31
2227,Sneezing,4-157297-A.ogg,42
2228,Water drops,4-188293-A.ogg,49
2229,Brushing teeth,4-172500-D.ogg,3
2230,Dog,5-9032-A.ogg,19
2231,Train,5-188945-A.ogg,46
2232,Cat,2-82274-B.ogg,6
2233,Pig,1-208757-A.ogg,35
2234,Airplane,2-78799-A.ogg,1
2235,Church bells,3-98869-A.ogg,9
2236,Crackling fire,3-120644-A.ogg,15
2237,Laughing,3-119459-A.ogg,33
2238,Siren,3-51909-A.ogg,41
2239,Brushing teeth,5-238938-A.ogg,3
2240,Footsteps,4-194981-A.ogg,25
2241,Rain,4-164206-A.ogg,37
2242,Crickets,3-129338-A.ogg,16
2243,Cow,1-202111-A.ogg,14
2244,Vacuum cleaner,1-46744-A.ogg,47
2245,Keyboard typing,4-172742-A.ogg,32
2246,Hen,4-204830-A.ogg,30
2247,Dog,5-212454-A.ogg,19
2248,Laughing,2-62226-A.ogg,33
2249,Crickets,5-216213-A.ogg,16
2250,Breathing,1-36402-A.ogg,2
2251,Coughing,5-211197-A.ogg,13
2252,Engine,1-18527-A.ogg,23
2253,Chainsaw,3-118657-B.ogg,7
2254,Insects (flying),5-195518-A.ogg,31
2255,Pig,3-253084-B.ogg,35
2256,Crying baby,3-151080-A.ogg,18
2257,Engine,3-119455-A.ogg,23
2258,Siren,5-133989-A.ogg,41
2259,Door - wood creaks,4-108352-A.ogg,20
2260,Sneezing,1-47273-A.ogg,42
2261,Crow,5-213836-C.ogg,17
2262,Siren,2-43806-A.ogg,41
2263,Crow,2-109231-A.ogg,17
2264,Clock tick,2-119748-A.ogg,12
2265,Church bells,4-156827-A.ogg,9
2266,Siren,4-90014-B.ogg,41
2267,Thunderstorm,5-156999-E.ogg,44
2268,Pouring water,4-181628-A.ogg,36
2269,Hand saw,2-59321-A.ogg,28
2270,Drinking - sipping,5-207836-B.ogg,22
2271,Frog,5-187201-B.ogg,26
2272,Siren,3-51909-B.ogg,41
2273,Glass breaking,5-260433-A.ogg,27
2274,Clapping,5-262957-A.ogg,10
2275,Water drops,2-68595-A.ogg,49
2276,Sheep,5-200329-C.ogg,40
2277,Wind,4-163609-A.ogg,50
2278,Rain,4-161127-A.ogg,37
2279,Cow,4-174860-A.ogg,14
2280,Toilet flush,3-98771-A.ogg,45
2281,Frog,1-31836-B.ogg,26
2282,Water drops,3-164594-A.ogg,49
2283,Dog,3-180977-A.ogg,19
2284,Toilet flush,3-92637-A.ogg,45
2285,Coughing,2-87799-A.ogg,13
2286,Washing machine,3-182710-A.ogg,48
2287,Clock tick,3-170383-A.ogg,12
2288,Insects (flying),3-104761-A.ogg,31
2289,Crackling fire,2-18766-B.ogg,15
2290,Clapping,2-25293-A.ogg,10
2291,Laughing,5-263775-B.ogg,33
2292,Thunderstorm,4-165813-A.ogg,44
2293,Drinking - sipping,4-188191-B.ogg,22
2294,Keyboard typing,4-181708-A.ogg,32
2295,Cow,5-202795-A.ogg,14
2296,Clock tick,1-62849-A.ogg,12
2297,Hen,4-244318-A.ogg,30
2298,Cat,2-83934-B.ogg,6
2299,Train,4-178881-A.ogg,46
2300,Crickets,3-129338-A.ogg,16
2301,Sheep,3-140199-B.ogg,40
2302,Car horn,3-174840-A.ogg,5
2303,Insects (flying),2-160128-A.ogg,31
2304,Drinking - sipping,3-185456-A.ogg,22
2305,Rooster,5-200334-A.ogg,38
2306,Siren,2-70052-A.ogg,41
2307,Mouse click,4-202298-A.ogg,34
2308,Brushing teeth,3-100024-B.ogg,3
2309,Train,3-159445-B.ogg,46
2310,Water drops,1-12653-A.ogg,49
2311,Sea waves,4-195497-A.ogg,39
2312,Keyboard typing,2-104168-A.ogg,32
2313,Cow,2-103428-A.ogg,14
2314,Insects (flying),1-7973-A.ogg,31
2315,Laughing,4-132803-A.ogg,33
2316,Door knock,5-235644-A.ogg,21
2317,Engine,1-62565-A.ogg,23
2318,Crickets,1-7456-A.ogg,16
2319,Door - wood creaks,1-51805-H.ogg,20
2320,Snoring,4-191297-A.ogg,43
2321,Rain,2-87781-A.ogg,37
2322,Pig,4-147240-A.ogg,35
2323,Helicopter,5-177957-E.ogg,29
2324,Train,4-165791-B.ogg,46
2325,Rain,5-195710-A.ogg,37
2326,Breathing,1-36402-A.ogg,2
2327,Footsteps,5-234855-A.ogg,25
2328,Water drops,1-23094-A.ogg,49
2329,Thunderstorm,3-103051-B.ogg,44
2330,Footsteps,5-51149-A.ogg,25
2331,Glass breaking,5-221528-A.ogg,27
2332,Chainsaw,5-170338-A.ogg,7
2333,Sheep,1-49409-B.ogg,40
2334,Church bells,4-125825-A.ogg,9
2335,Clock tick,3-150363-A.ogg,12
2336,Can opening,5-260011-A.ogg,4
2337,Engine,3-119455-A.ogg,23
2338,Keyboard typing,1-61212-A.ogg,32
2339,Wind,5-217186-B.ogg,50
2340,Train,1-70300-A.ogg,46
2341,Door knock,4-261068-A.ogg,21
2342,Train,3-159445-A.ogg,46
2343,Door - wood creaks,3-103401-C.ogg,20
2344,Wind,5-179496-B.ogg,50
2345,Washing machine,4-218199-F.ogg,48
2346,Crying baby,1-60997-A.ogg,18
2347,Door - wood creaks,2-91912-A.ogg,20
2348,Clock tick,5-208624-A.ogg,12
2349,Car horn,2-128465-B.ogg,5
2350,Church bells,3-98193-A.ogg,9
2351,Fireworks,5-160614-E.ogg,24
2352,Cow,4-181955-C.ogg,14
2353,Clock tick,3-142593-A.ogg,12
2354,Clapping,5-254160-A.ogg,10
2355,Vacuum cleaner,2-122820-A.ogg,47
2356,Church bells,2-78381-A.ogg,9
2357,Snoring,2-52001-A.ogg,43
2358,Airplane,2-105270-A.ogg,1
2359,Glass breaking,2-173618-A.ogg,27
2360,Car horn,3-155234-A.ogg,5
2361,Sea waves,1-43760-A.ogg,39
2362,Hen,3-164216-B.ogg,30
2363,Snoring,5-236288-A.ogg,43
2364,Snoring,2-110417-A.ogg,43
2365,Crickets,4-195805-A.ogg,16
2366,Snoring,3-123086-A.ogg,43
2367,Dog,3-144028-A.ogg,19
2368,Washing machine,5-238021-A.ogg,48
2369,Frog,4-130584-A.ogg,26
2370,Laughing,4-181599-A.ogg,33
2371,Glass breaking,2-112213-B.ogg,27
2372,Thunderstorm,3-103050-A.ogg,44
2373,Rooster,4-208021-A.ogg,38
2374,Sheep,5-198891-D.ogg,40
2375,Laughing,3-110536-A.ogg,33
2376,Frog,3-70962-C.ogg,26
2377,Car horn,2-128465-A.ogg,5
2378,Pouring water,4-187504-B.ogg,36
2379,Clock alarm,4-172366-A.ogg,11
2380,Keyboard typing,2-118459-A.ogg,32
2381,Airplane,2-106849-A.ogg,1
2382,Church bells,2-57191-A.ogg,9
2383,Chainsaw,2-68391-A.ogg,7
2384,Toilet flush,1-51170-A.ogg,45
2385,Sneezing,2-93030-A.ogg,42
2386,Laughing,3-152997-A.ogg,33
2387,Rain,2-73027-A.ogg,37
2388,Rooster,3-154957-A.ogg,38
2389,Door knock,4-182039-A.ogg,21
2390,Washing machine,5-260875-A.ogg,48
2391,Pouring water,2-102414-E.ogg,36
2392,Crying baby,4-185575-B.ogg,18
2393,Toilet flush,5-185908-A.ogg,45
2394,Sneezing,2-109505-A.ogg,42
2395,Crackling fire,4-170247-A.ogg,15
2396,Clock tick,4-179984-A.ogg,12
2397,Sheep,1-75190-A.ogg,40
2398,Pouring water,2-102414-D.ogg,36
2399,Dog,4-184575-A.ogg,19
2400,Rain,2-81731-A.ogg,37
2401,Insects (flying),2-81970-B.ogg,31
2402,Chirping birds,2-108760-A.ogg,8
2403,Pig,2-166644-B.ogg,35
2404,Chainsaw,1-19898-A.ogg,7
2405,Clock tick,2-135728-A.ogg,12
2406,Rain,3-157615-A.ogg,37
2407,Washing machine,5-238021-A.ogg,48
2408,Laughing,3-119459-A.ogg,33
2409,Door knock,1-103995-A.ogg,21
2410,Siren,1-76831-C.ogg,41
2411,Chirping birds,4-187769-B.ogg,8
2412,Crying baby,5-198411-G.ogg,18
2413,Keyboard typing,5-223099-B.ogg,32
2414,Glass breaking,1-84704-A.ogg,27
2415,Clapping,3-197435-B.ogg,10
2416,Glass breaking,5-221529-A.ogg,27
2417,Thunderstorm,4-125072-B.ogg,44
2418,Insects (flying),4-143118-B.ogg,31
2419,Water drops,3-164592-A.ogg,49
2420,Washing machine,5-181977-A.ogg,48
2421,Wind,1-47714-A.ogg,50
2422,Coughing,2-98676-A.ogg,13
2423,Sneezing,4-156844-A.ogg,42
2424,Vacuum cleaner,5-212054-A.ogg,47
2425,Breathing,4-176914-A.ogg,2
2426,Helicopter,2-37806-D.ogg,29
2427,Pouring water,4-187504-A.ogg,36
2428,Insects (flying),5-197446-A.ogg,31
2429,Sneezing,3-142605-A.ogg,42
2430,Dog,4-182395-A.ogg,19
2431,Laughing,2-109759-A.ogg,33
2432,Hand saw,3-97909-A.ogg,28
2433,Train,1-54065-A.ogg,46
2434,Pig,4-132383-A.ogg,35
2435,Toilet flush,3-92637-A.ogg,45
2436,Church bells,1-54747-A.ogg,9
2437,Sheep,2-119161-B.ogg,40
2438,Crying baby,3-152007-A.ogg,18
2439,Engine,3-128160-A.ogg,23
2440,Pouring water,3-127874-A.ogg,36
2441,Sneezing,4-184434-A.ogg,42
2442,Snoring,4-191297-A.ogg,43
2443,Thunderstorm,3-124600-A.ogg,44
2444,Vacuum cleaner,5-188365-A.ogg,47
2445,Clock alarm,2-96063-A.ogg,11
2446,Can opening,5-252248-A.ogg,4
2447,Fireworks,4-119647-D.ogg,24
2448,Helicopter,2-37806-A.ogg,29
2449,Door knock,5-251426-A.ogg,21
2450,Cow,4-181955-B.ogg,14
2451,Breathing,4-205526-B.ogg,2
2452,Crickets,4-195805-A.ogg,16
2453,Brushing teeth,5-212050-A.ogg,3
2454,Pouring water,1-51433-A.ogg,36
2455,Sheep,2-119161-A.ogg,40
2456,Toilet flush,2-84943-A.ogg,45
2457,Crying baby,4-167077-A.ogg,18
2458,Dog,5-203128-B.ogg,19
2459,Thunderstorm,3-124600-A.ogg,44
2460,Crow,3-117293-A.ogg,17
2461,Helicopter,3-68630-A.ogg,29
2462,Clock alarm,2-104475-A.ogg,11
2463,Pig,3-257858-A.ogg,35
2464,Clock tick,5-210571-A.ogg,12
2465,Siren,3-51909-B.ogg,41
2466,Can opening,1-43764-A.ogg,4
2467,Thunderstorm,5-192191-A.ogg,44
2468,Drinking - sipping,4-188191-A.ogg,22
2469,Laughing,1-1791-A.ogg,33
2470,Fireworks,1-25781-A.ogg,24
2471,Church bells,5-201172-A.ogg,9
2472,Glass breaking,5-260434-A.ogg,27
2473,Snoring,1-39937-A.ogg,43
2474,Clock alarm,3-132340-A.ogg,11
2475,Mouse click,4-204612-A.ogg,34
2476,Laughing,3-118487-A.ogg,33
2477,Church bells,4-125825-A.ogg,9
2478,Pouring water,3-149448-A.ogg,36
2479,Train,2-122067-A.ogg,46
2480,Siren,4-80761-A.ogg,41
2481,Clock tick,2-127108-A.ogg,12
2482,Can opening,3-147342-A.ogg,4
2483,Rooster,3-149189-A.ogg,38
2484,Crow,5-261325-A.ogg,17
2485,Car horn,4-178402-A.ogg,5
2486,Sneezing,5-221518-A.ogg,42
2487,Wind,4-163608-B.ogg,50
2488,Sneezing,1-29680-A.ogg,42
2489,Footsteps,3-94343-A.ogg,25
2490,Laughing,5-242932-A.ogg,33
2491,Mouse click,1-95563-A.ogg,34
2492,Keyboard typing,4-158653-A.ogg,32
2493,Fireworks,2-117616-A.ogg,24
2494,Keyboard typing,3-144106-A.ogg,32
2495,Helicopter,2-37806-A.ogg,29
2496,Crackling fire,3-120644-A.ogg,15
2497,Laughing,3-110536-A.ogg,33
2498,Train,2-135649-B.ogg,46
2499,Door knock,2-134915-A.ogg,21
2500,Clock alarm,3-117793-A.ogg,11
2501,Siren,2-72688-A.ogg,41
2502,Door knock,2-118625-A.ogg,21
2503,Frog,2-32515-A.ogg,26
2504,Door - wood creaks,5-177779-A.ogg,20
2505,Clock alarm,3-131943-A.ogg,11
2506,Door knock,4-187284-A.ogg,21
2507,Sneezing,2-130978-A.ogg,42
2508,Sea waves,3-164630-A.ogg,39
2509,Door - wood creaks,1-51805-C.ogg,20
2510,Glass breaking,3-216281-A.ogg,27
2511,Sea waves,1-91359-B.ogg,39
2512,Clock alarm,4-204684-A.ogg,11
2513,Water drops,2-68595-B.ogg,49
2514,Crackling fire,2-30322-B.ogg,15
2515,Sea waves,1-61252-A.ogg,39
2516,Church bells,4-156827-A.ogg,9
2517,Dog,2-114280-A.ogg,19
2518,Cow,3-124376-A.ogg,14
2519,Door knock,5-235644-A.ogg,21
2520,Brushing teeth,2-86160-A.ogg,3
2521,Drinking - sipping,3-145387-A.ogg,22
2522,Siren,5-160551-A.ogg,41
2523,Chirping birds,4-223125-A.ogg,8
2524,Sea waves,3-155642-B.ogg,39
2525,Sea waves,5-200461-B.ogg,39
2526,Crow,4-156227-A.ogg,17
2527,Cow,5-253085-A.ogg,14
2528,Fireworks,1-160563-B.ogg,24
2529,Drinking - sipping,5-243036-A.ogg,22
2530,Cat,4-133047-C.ogg,6
2531,Rooster,5-234879-A.ogg,38
2532,Frog,2-52789-A.ogg,26
2533,Thunderstorm,1-101296-B.ogg,44
2534,Car horn,5-180156-B.ogg,5
2535,Drinking - sipping,4-204202-A.ogg,22
2536,Frog,4-99644-C.ogg,26
2537,Pouring water,5-205589-A.ogg,36
2538,Hand saw,2-135860-A.ogg,28
2539,Hand saw,2-60180-A.ogg,28
2540,Siren,4-90014-A.ogg,41
2541,Crow,2-108766-A.ogg,17
2542,Crackling fire,5-215658-B.ogg,15
2543,Laughing,2-60794-A.ogg,33
2544,Clock tick,2-141584-A.ogg,12
2545,Cat,2-83934-B.ogg,6
2546,Crow,3-127890-B.ogg,17
2547,Crow,2-108767-A.ogg,17
2548,Crow,2-108763-A.ogg,17
2549,Insects (flying),5-195517-A.ogg,31
2550,Crackling fire,4-164661-B.ogg,15
2551,Pig,2-158746-D.ogg,35
2552,Mouse click,4-201300-A.ogg,34
2553,Crow,4-188287-A.ogg,17
2554,Pouring water,3-127874-A.ogg,36
2555,Crow,1-56234-A.ogg,17
2556,Engine,1-61261-A.ogg,23
2557,Cat,2-82274-A.ogg,6
2558,Cow,3-126358-A.ogg,14
2559,Keyboard typing,3-153444-A.ogg,32
2560,Keyboard typing,1-137-A.ogg,32
2561,Clapping,3-130330-A.ogg,10
2562,Crickets,4-172143-A.ogg,16
2563,Vacuum cleaner,3-159348-A.ogg,47
2564,Chainsaw,4-157611-A.ogg,7
2565,Fireworks,5-160614-B.ogg,24
2566,Chainsaw,3-118657-A.ogg,7
2567,Snoring,2-52001-A.ogg,43
2568,Cat,4-133047-B.ogg,6
2569,Can opening,2-87282-A.ogg,4
2570,Door knock,3-151089-A.ogg,21
2571,Rain,3-142006-A.ogg,37
2572,Pig,1-208757-E.ogg,35
2573,Chirping birds,5-243448-A.ogg,8
2574,Clapping,2-76408-B.ogg,10
2575,Chainsaw,1-19898-C.ogg,7
2576,Drinking - sipping,3-144259-A.ogg,22
2577,Dog,4-207124-A.ogg,19
2578,Hen,3-164216-C.ogg,30
2579,Hand saw,5-253094-C.ogg,28
2580,Hen,2-134049-A.ogg,30
2581,Insects (flying),4-143118-A.ogg,31
2582,Rain,1-50060-A.ogg,37
2583,Helicopter,5-177957-C.ogg,29
2584,Laughing,2-109759-A.ogg,33
2585,Washing machine,3-151269-A.ogg,48
2586,Church bells,1-22804-A.ogg,9
2587,Pig,4-250869-C.ogg,35
2588,Crackling fire,5-189237-A.ogg,15
2589,Rain,5-198321-A.ogg,37
2590,Airplane,4-161099-A.ogg,1
2591,Door knock,4-186518-A.ogg,21
2592,Rain,4-164206-A.ogg,37
2593,Brushing teeth,2-83536-A.ogg,3
2594,Pig,5-103416-A.ogg,35
2595,Clapping,5-221567-A.ogg,10
2596,Church bells,1-54747-A.ogg,9
2597,Sea waves,5-219379-A.ogg,39
2598,Toilet flush,4-135439-A.ogg,45
2599,Coughing,3-145487-A.ogg,13
2600,Pig,1-208757-B.ogg,35
2601,Chirping birds,4-159609-A.ogg,8
2602,Siren,3-51376-A.ogg,41
2603,Thunderstorm,4-125070-A.ogg,44
2604,Car horn,2-128465-B.ogg,5
2605,Vacuum cleaner,5-182010-A.ogg,47
2606,Church bells,1-48298-A.ogg,9
2607,Rooster,2-100786-A.ogg,38
2608,Brushing teeth,5-180229-A.ogg,3
2609,Sheep,2-182508-A.ogg,40
2610,Brushing teeth,3-100024-A.ogg,3
2611,Glass breaking,5-260434-A.ogg,27
2612,Toilet flush,3-112356-A.ogg,45
2613,Door - wood creaks,2-70366-A.ogg,20
2614,Cow,5-194899-B.ogg,14
2615,Snoring,3-124958-A.ogg,43
2616,Clapping,1-110537-A.ogg,10
2617,Chainsaw,2-77945-A.ogg,7
2618,Mouse click,3-170851-A.ogg,34
2619,Mouse click,3-170312-A.ogg,34
2620,Breathing,4-207116-A.ogg,2
2621,Wind,5-217186-C.ogg,50
2622,Footsteps,5-263501-A.ogg,25
2623,Car horn,5-179866-A.ogg,5
2624,Clock tick,4-198965-A.ogg,12
2625,Washing machine,3-188726-A.ogg,48
